date,days,rate
2018-01-02,7,1.501048
2018-01-02,15,1.527942
2018-01-02,50,1.649744
2018-01-02,78,1.683121
2018-01-02,106,1.717587
2018-01-02,134,1.748227
2018-01-02,169,1.78266
2018-01-02,260,1.850775
2018-01-02,351,1.913646
2018-01-02,442,1.972431
2018-01-02,533,2.021471
2018-01-02,624,2.064293
2018-01-02,715,2.100705
2018-01-02,806,2.133447
2018-01-02,897,2.160058
2018-01-02,988,2.182694
2018-01-02,1079,2.202787
2018-01-02,1170,2.221714
2018-01-02,1261,2.239
2018-01-02,1352,2.254638
2018-01-02,1443,2.269256
2018-01-02,1534,2.283635
2018-01-02,1625,2.297249
2018-01-02,1723,2.311126
2018-01-02,1814,2.323712
2018-01-02,1898,2.335625
2018-01-02,1996,2.348934
2018-01-02,2087,2.361079
2018-01-02,2178,2.372841
2018-01-02,2269,2.38467
2018-01-02,2360,2.395975
2018-01-02,2451,2.407001
2018-01-02,2542,2.417778
2018-01-02,2633,2.428507
2018-01-02,2724,2.438855
2018-01-02,2815,2.44886
2018-01-02,2906,2.458553
2018-01-02,2997,2.468117
2018-01-02,3088,2.477413
2018-01-02,3179,2.486465
2018-01-02,3270,2.495294
2018-01-02,3361,2.503918
2018-01-02,3452,2.512219
2018-01-02,3543,2.520223
2018-01-02,3634,2.528205
2018-01-03,7,1.492343
2018-01-03,14,1.516999
2018-01-03,49,1.649103
2018-01-03,77,1.681304
2018-01-03,105,1.716583
2018-01-03,133,1.748731
2018-01-03,168,1.785373
2018-01-03,259,1.85634
2018-01-03,350,1.920567
2018-01-03,441,1.980136
2018-01-03,532,2.028812
2018-01-03,623,2.071367
2018-01-03,714,2.107572
2018-01-03,805,2.140148
2018-01-03,896,2.166619
2018-01-03,987,2.189139
2018-01-03,1078,2.208706
2018-01-03,1169,2.227189
2018-01-03,1260,2.24373
2018-01-03,1351,2.25906
2018-01-03,1442,2.27341
2018-01-03,1533,2.287252
2018-01-03,1624,2.300107
2018-01-03,1722,2.313257
2018-01-03,1813,2.325237
2018-01-03,1897,2.336419
2018-01-03,1995,2.348953
2018-01-03,2086,2.360225
2018-01-03,2177,2.371397
2018-01-03,2268,2.382683
2018-01-03,2359,2.393486
2018-01-03,2450,2.404048
2018-01-03,2541,2.414395
2018-01-03,2632,2.424722
2018-01-03,2723,2.434696
2018-01-03,2814,2.44435
2018-01-03,2905,2.453715
2018-01-03,2996,2.46297
2018-01-03,3087,2.471975
2018-01-03,3178,2.480754
2018-01-03,3269,2.489324
2018-01-03,3360,2.497703
2018-01-03,3451,2.505772
2018-01-03,3542,2.513556
2018-01-03,3633,2.521328
2018-01-04,7,1.489856
2018-01-04,13,1.511318
2018-01-04,48,1.663234
2018-01-04,76,1.698115
2018-01-04,104,1.734658
2018-01-04,132,1.76751
2018-01-04,167,1.804677
2018-01-04,258,1.878007
2018-01-04,349,1.943343
2018-01-04,440,2.003551
2018-01-04,531,2.053489
2018-01-04,622,2.097664
2018-01-04,713,2.135709
2018-01-04,804,2.170274
2018-01-04,895,2.19781
2018-01-04,986,2.220729
2018-01-04,1077,2.240626
2018-01-04,1168,2.259385
2018-01-04,1259,2.275797
2018-01-04,1350,2.290675
2018-01-04,1441,2.304629
2018-01-04,1532,2.318122
2018-01-04,1623,2.330667
2018-01-04,1721,2.343518
2018-01-04,1812,2.354996
2018-01-04,1896,2.365758
2018-01-04,1994,2.377847
2018-01-04,2085,2.388742
2018-01-04,2176,2.399358
2018-01-04,2267,2.410133
2018-01-04,2358,2.420464
2018-01-04,2449,2.43059
2018-01-04,2540,2.440531
2018-01-04,2631,2.45048
2018-01-04,2722,2.460101
2018-01-04,2813,2.469426
2018-01-04,2904,2.478482
2018-01-04,2995,2.487446
2018-01-04,3086,2.496178
2018-01-04,3177,2.504699
2018-01-04,3268,2.513026
2018-01-04,3359,2.521174
2018-01-04,3450,2.529025
2018-01-04,3541,2.536602
2018-01-04,3632,2.544177
2018-01-05,7,1.489856
2018-01-05,12,1.507215
2018-01-05,47,1.665419
2018-01-05,75,1.699949
2018-01-05,103,1.736348
2018-01-05,131,1.76909
2018-01-05,166,1.808282
2018-01-05,257,1.882408
2018-01-05,348,1.949417
2018-01-05,439,2.010593
2018-01-05,530,2.062014
2018-01-05,621,2.106487
2018-01-05,712,2.144745
2018-01-05,803,2.1789
2018-01-05,894,2.206615
2018-01-05,985,2.23014
2018-01-05,1076,2.250964
2018-01-05,1167,2.270504
2018-01-05,1258,2.287583
2018-01-05,1349,2.303036
2018-01-05,1440,2.317492
2018-01-05,1531,2.331427
2018-01-05,1622,2.344363
2018-01-05,1720,2.357589
2018-01-05,1811,2.369632
2018-01-05,1895,2.380868
2018-01-05,1993,2.39321
2018-01-05,2084,2.40454
2018-01-05,2175,2.415764
2018-01-05,2266,2.426895
2018-01-05,2357,2.437556
2018-01-05,2448,2.447986
2018-01-05,2539,2.45821
2018-01-05,2630,2.468423
2018-01-05,2721,2.47829
2018-01-05,2812,2.487843
2018-01-05,2903,2.497114
2018-01-05,2994,2.50628
2018-01-05,3085,2.515202
2018-01-05,3176,2.523901
2018-01-05,3267,2.532397
2018-01-05,3358,2.540704
2018-01-05,3449,2.548706
2018-01-05,3540,2.556426
2018-01-05,3631,2.564138
2018-01-08,7,1.488613
2018-01-08,9,1.495649
2018-01-08,44,1.677863
2018-01-08,72,1.708993
2018-01-08,100,1.742535
2018-01-08,128,1.775799
2018-01-08,163,1.814272
2018-01-08,254,1.885319
2018-01-08,345,1.950813
2018-01-08,436,2.011066
2018-01-08,527,2.061826
2018-01-08,618,2.105801
2018-01-08,709,2.143663
2018-01-08,800,2.177496
2018-01-08,891,2.204933
2018-01-08,982,2.228219
2018-01-08,1073,2.248836
2018-01-08,1164,2.2682
2018-01-08,1255,2.285121
2018-01-08,1346,2.300435
2018-01-08,1437,2.314766
2018-01-08,1528,2.328591
2018-01-08,1619,2.341427
2018-01-08,1717,2.354556
2018-01-08,1808,2.366519
2018-01-08,1892,2.377687
2018-01-08,1990,2.389956
2018-01-08,2081,2.401224
2018-01-08,2172,2.412392
2018-01-08,2263,2.423471
2018-01-08,2354,2.434083
2018-01-08,2445,2.444468
2018-01-08,2536,2.454649
2018-01-08,2627,2.464822
2018-01-08,2718,2.474652
2018-01-08,2809,2.484171
2018-01-08,2900,2.493408
2018-01-08,2991,2.502543
2018-01-08,3082,2.511436
2018-01-08,3173,2.520107
2018-01-08,3264,2.528575
2018-01-08,3355,2.536858
2018-01-08,3446,2.544835
2018-01-08,3537,2.552532
2018-01-08,3628,2.560221
2018-01-09,7,1.484882
2018-01-09,8,1.488248
2018-01-09,43,1.678662
2018-01-09,71,1.709915
2018-01-09,99,1.744967
2018-01-09,127,1.777956
2018-01-09,162,1.8162
2018-01-09,253,1.890464
2018-01-09,344,1.957456
2018-01-09,435,2.019623
2018-01-09,526,2.071615
2018-01-09,617,2.117191
2018-01-09,708,2.156232
2018-01-09,799,2.191546
2018-01-09,890,2.221184
2018-01-09,981,2.246725
2018-01-09,1072,2.269212
2018-01-09,1163,2.290546
2018-01-09,1254,2.309514
2018-01-09,1345,2.326938
2018-01-09,1436,2.343112
2018-01-09,1527,2.358858
2018-01-09,1618,2.373683
2018-01-09,1716,2.388715
2018-01-09,1807,2.402261
2018-01-09,1891,2.414981
2018-01-09,1989,2.429139
2018-01-09,2080,2.442003
2018-01-09,2171,2.454632
2018-01-09,2262,2.467258
2018-01-09,2353,2.479297
2018-01-09,2444,2.491001
2018-01-09,2535,2.502408
2018-01-09,2626,2.513722
2018-01-09,2717,2.524615
2018-01-09,2808,2.535128
2018-01-09,2899,2.545297
2018-01-09,2990,2.555307
2018-01-09,3081,2.565023
2018-01-09,3172,2.57447
2018-01-09,3263,2.583671
2018-01-09,3354,2.592646
2018-01-09,3445,2.601279
2018-01-09,3536,2.609598
2018-01-09,3627,2.617878
2018-01-10,7,1.484882
2018-01-10,31,1.57434
2018-01-10,42,1.603044
2018-01-10,70,1.671066
2018-01-10,98,1.719022
2018-01-10,126,1.759163
2018-01-10,161,1.803931
2018-01-10,252,1.88474
2018-01-10,343,1.954783
2018-01-10,434,2.01871
2018-01-10,525,2.072707
2018-01-10,616,2.11894
2018-01-10,707,2.158461
2018-01-10,798,2.194139
2018-01-10,889,2.223544
2018-01-10,980,2.248892
2018-01-10,1071,2.271216
2018-01-10,1162,2.292411
2018-01-10,1253,2.311259
2018-01-10,1344,2.328578
2018-01-10,1435,2.344659
2018-01-10,1526,2.360324
2018-01-10,1617,2.375075
2018-01-10,1715,2.390036
2018-01-10,1806,2.403523
2018-01-10,1890,2.416194
2018-01-10,1988,2.430299
2018-01-10,2079,2.443118
2018-01-10,2170,2.455707
2018-01-10,2261,2.468295
2018-01-10,2352,2.480299
2018-01-10,2443,2.492158
2018-01-10,2534,2.503709
2018-01-10,2625,2.515156
2018-01-10,2716,2.526174
2018-01-10,2807,2.536803
2018-01-10,2898,2.547082
2018-01-10,2989,2.557194
2018-01-10,3080,2.567006
2018-01-10,3171,2.576543
2018-01-10,3262,2.58583
2018-01-10,3353,2.594885
2018-01-10,3444,2.603595
2018-01-10,3535,2.611986
2018-01-10,3626,2.620335
2018-01-11,7,1.484882
2018-01-11,31,1.580102
2018-01-11,41,1.605414
2018-01-11,69,1.679623
2018-01-11,97,1.728525
2018-01-11,125,1.769127
2018-01-11,160,1.811994
2018-01-11,251,1.890202
2018-01-11,342,1.957656
2018-01-11,433,2.019007
2018-01-11,524,2.07043
2018-01-11,615,2.115584
2018-01-11,706,2.154293
2018-01-11,797,2.188766
2018-01-11,888,2.217206
2018-01-11,979,2.241764
2018-01-11,1070,2.263431
2018-01-11,1161,2.28407
2018-01-11,1252,2.302441
2018-01-11,1343,2.319004
2018-01-11,1434,2.334425
2018-01-11,1525,2.349509
2018-01-11,1616,2.363744
2018-01-11,1714,2.37821
2018-01-11,1805,2.391285
2018-01-11,1889,2.40361
2018-01-11,1987,2.41735
2018-01-11,2078,2.430081
2018-01-11,2169,2.442588
2018-01-11,2260,2.455102
2018-01-11,2351,2.467037
2018-01-11,2442,2.478833
2018-01-11,2533,2.490324
2018-01-11,2624,2.501716
2018-01-11,2715,2.512682
2018-01-11,2806,2.523427
2018-01-11,2897,2.533813
2018-01-11,2988,2.544026
2018-01-11,3079,2.553932
2018-01-11,3170,2.563559
2018-01-11,3261,2.57293
2018-01-11,3352,2.582065
2018-01-11,3443,2.59085
2018-01-11,3534,2.599313
2018-01-11,3625,2.607729
2018-01-12,7,1.486126
2018-01-12,31,1.580102
2018-01-12,40,1.602898
2018-01-12,68,1.687574
2018-01-12,96,1.739095
2018-01-12,124,1.779923
2018-01-12,159,1.824025
2018-01-12,187,1.858844
2018-01-12,250,1.925982
2018-01-12,341,1.992158
2018-01-12,432,2.053817
2018-01-12,523,2.106297
2018-01-12,614,2.152184
2018-01-12,705,2.191427
2018-01-12,796,2.226882
2018-01-12,887,2.256095
2018-01-12,978,2.281279
2018-01-12,1069,2.303461
2018-01-12,1160,2.324139
2018-01-12,1251,2.342541
2018-01-12,1342,2.359131
2018-01-12,1433,2.374573
2018-01-12,1524,2.389374
2018-01-12,1615,2.403358
2018-01-12,1713,2.417583
2018-01-12,1804,2.430457
2018-01-12,1888,2.442391
2018-01-12,1986,2.455714
2018-01-12,2077,2.468094
2018-01-12,2168,2.48028
2018-01-12,2259,2.492295
2018-01-12,2350,2.50377
2018-01-12,2441,2.515139
2018-01-12,2532,2.526235
2018-01-12,2623,2.537259
2018-01-12,2714,2.547881
2018-01-12,2805,2.558303
2018-01-12,2896,2.568388
2018-01-12,2987,2.578317
2018-01-12,3078,2.587958
2018-01-12,3169,2.597333
2018-01-12,3260,2.606466
2018-01-12,3351,2.615377
2018-01-12,3442,2.623949
2018-01-12,3533,2.632209
2018-01-12,3624,2.640434
2018-01-16,7,1.486126
2018-01-16,31,1.576729
2018-01-16,36,1.590362
2018-01-16,64,1.692459
2018-01-16,92,1.750897
2018-01-16,120,1.79742
2018-01-16,155,1.840993
2018-01-16,183,1.877076
2018-01-16,246,1.939343
2018-01-16,337,2.008142
2018-01-16,428,2.071265
2018-01-16,519,2.124624
2018-01-16,610,2.171085
2018-01-16,701,2.210715
2018-01-16,792,2.246448
2018-01-16,883,2.275854
2018-01-16,974,2.300706
2018-01-16,1065,2.322603
2018-01-16,1156,2.343035
2018-01-16,1247,2.36122
2018-01-16,1338,2.377617
2018-01-16,1429,2.392566
2018-01-16,1520,2.406932
2018-01-16,1611,2.420244
2018-01-16,1709,2.433822
2018-01-16,1800,2.446159
2018-01-16,1884,2.457643
2018-01-16,1982,2.470239
2018-01-16,2073,2.481784
2018-01-16,2164,2.493204
2018-01-16,2255,2.504516
2018-01-16,2346,2.515341
2018-01-16,2437,2.52611
2018-01-16,2528,2.536646
2018-01-16,2619,2.54715
2018-01-16,2710,2.557287
2018-01-16,2801,2.567256
2018-01-16,2892,2.576914
2018-01-16,2983,2.586443
2018-01-16,3074,2.595707
2018-01-16,3165,2.604726
2018-01-16,3256,2.613523
2018-01-16,3347,2.622116
2018-01-16,3438,2.630387
2018-01-16,3529,2.638361
2018-01-16,3620,2.646313
2018-01-17,7,1.485504
2018-01-17,31,1.578135
2018-01-17,35,1.589102
2018-01-17,63,1.692253
2018-01-17,91,1.751397
2018-01-17,119,1.798193
2018-01-17,154,1.845325
2018-01-17,182,1.883276
2018-01-17,245,1.946801
2018-01-17,336,2.020612
2018-01-17,427,2.088745
2018-01-17,518,2.145334
2018-01-17,609,2.194799
2018-01-17,700,2.236642
2018-01-17,791,2.274074
2018-01-17,882,2.304821
2018-01-17,973,2.331229
2018-01-17,1064,2.354413
2018-01-17,1155,2.375928
2018-01-17,1246,2.395036
2018-01-17,1337,2.412228
2018-01-17,1428,2.428192
2018-01-17,1519,2.44345
2018-01-17,1610,2.457553
2018-01-17,1708,2.471597
2018-01-17,1799,2.484068
2018-01-17,1883,2.495664
2018-01-17,1981,2.508626
2018-01-17,2072,2.520481
2018-01-17,2163,2.531974
2018-01-17,2254,2.543351
2018-01-17,2345,2.554237
2018-01-17,2436,2.564873
2018-01-17,2527,2.575286
2018-01-17,2618,2.585676
2018-01-17,2709,2.595537
2018-01-17,2800,2.605247
2018-01-17,2891,2.614664
2018-01-17,2982,2.624119
2018-01-17,3073,2.633164
2018-01-17,3164,2.641978
2018-01-17,3255,2.65058
2018-01-17,3346,2.658989
2018-01-17,3437,2.667085
2018-01-17,3528,2.674893
2018-01-17,3619,2.682689
2018-01-18,7,1.485504
2018-01-18,31,1.581789
2018-01-18,34,1.589676
2018-01-18,62,1.690803
2018-01-18,90,1.747905
2018-01-18,118,1.795926
2018-01-18,153,1.845041
2018-01-18,181,1.882462
2018-01-18,244,1.942543
2018-01-18,335,2.017731
2018-01-18,426,2.08664
2018-01-18,517,2.143709
2018-01-18,608,2.194253
2018-01-18,699,2.237539
2018-01-18,790,2.276655
2018-01-18,881,2.309252
2018-01-18,972,2.33716
2018-01-18,1063,2.361582
2018-01-18,1154,2.384536
2018-01-18,1245,2.404871
2018-01-18,1336,2.423464
2018-01-18,1427,2.44065
2018-01-18,1518,2.456982
2018-01-18,1609,2.472037
2018-01-18,1707,2.48728
2018-01-18,1798,2.501003
2018-01-18,1882,2.513648
2018-01-18,1980,2.527719
2018-01-18,2071,2.54051
2018-01-18,2162,2.55286
2018-01-18,2253,2.565025
2018-01-18,2344,2.576637
2018-01-18,2435,2.588133
2018-01-18,2526,2.599345
2018-01-18,2617,2.610478
2018-01-18,2708,2.621031
2018-01-18,2799,2.631389
2018-01-18,2890,2.641411
2018-01-18,2981,2.651436
2018-01-18,3072,2.661016
2018-01-18,3163,2.670335
2018-01-18,3254,2.679413
2018-01-18,3345,2.688272
2018-01-18,3436,2.696794
2018-01-18,3527,2.705007
2018-01-18,3618,2.713186
2018-01-19,7,1.486126
2018-01-19,31,1.581929
2018-01-19,33,1.58714
2018-01-19,61,1.688766
2018-01-19,89,1.748745
2018-01-19,117,1.798186
2018-01-19,152,1.847104
2018-01-19,180,1.8852
2018-01-19,243,1.948749
2018-01-19,334,2.025219
2018-01-19,425,2.094844
2018-01-19,516,2.152353
2018-01-19,607,2.204705
2018-01-19,698,2.25063
2018-01-19,789,2.292933
2018-01-19,880,2.328571
2018-01-19,971,2.359416
2018-01-19,1062,2.386702
2018-01-19,1153,2.412065
2018-01-19,1244,2.434822
2018-01-19,1335,2.455506
2018-01-19,1426,2.474515
2018-01-19,1517,2.492451
2018-01-19,1608,2.509212
2018-01-19,1706,2.526086
2018-01-19,1797,2.541165
2018-01-19,1881,2.554948
2018-01-19,1979,2.57022
2018-01-19,2070,2.584025
2018-01-19,2161,2.597516
2018-01-19,2252,2.61073
2018-01-19,2343,2.623308
2018-01-19,2434,2.63551
2018-01-19,2525,2.647377
2018-01-19,2616,2.659118
2018-01-19,2707,2.670239
2018-01-19,2798,2.681128
2018-01-19,2889,2.691647
2018-01-19,2980,2.702139
2018-01-19,3071,2.712158
2018-01-19,3162,2.72189
2018-01-19,3253,2.731359
2018-01-19,3344,2.740586
2018-01-19,3435,2.749458
2018-01-19,3526,2.758002
2018-01-19,3617,2.766495
2018-01-22,7,1.486126
2018-01-22,30,1.5768
2018-01-22,58,1.683785
2018-01-22,86,1.745828
2018-01-22,114,1.7948
2018-01-22,149,1.84431
2018-01-22,177,1.882692
2018-01-22,240,1.947694
2018-01-22,331,2.025147
2018-01-22,422,2.097456
2018-01-22,513,2.158414
2018-01-22,604,2.21315
2018-01-22,695,2.261466
2018-01-22,786,2.306175
2018-01-22,877,2.343695
2018-01-22,968,2.376055
2018-01-22,1059,2.404585
2018-01-22,1150,2.431387
2018-01-22,1241,2.454998
2018-01-22,1332,2.476071
2018-01-22,1423,2.495736
2018-01-22,1514,2.51455
2018-01-22,1605,2.532087
2018-01-22,1703,2.549701
2018-01-22,1794,2.565395
2018-01-22,1878,2.579918
2018-01-22,1976,2.59597
2018-01-22,2067,2.610435
2018-01-22,2158,2.624528
2018-01-22,2249,2.638499
2018-01-22,2340,2.651775
2018-01-22,2431,2.664622
2018-01-22,2522,2.677086
2018-01-22,2613,2.689383
2018-01-22,2704,2.701022
2018-01-22,2795,2.712394
2018-01-22,2886,2.723367
2018-01-22,2977,2.734284
2018-01-22,3068,2.744702
2018-01-22,3159,2.75481
2018-01-22,3250,2.764634
2018-01-22,3341,2.774196
2018-01-22,3432,2.783385
2018-01-22,3523,2.792229
2018-01-22,3614,2.801008
2018-01-23,7,1.486126
2018-01-23,29,1.573956
2018-01-23,57,1.681726
2018-01-23,85,1.741841
2018-01-23,113,1.790981
2018-01-23,148,1.839335
2018-01-23,176,1.875506
2018-01-23,239,1.934684
2018-01-23,330,2.007618
2018-01-23,421,2.076263
2018-01-23,512,2.133047
2018-01-23,603,2.184858
2018-01-23,694,2.230348
2018-01-23,785,2.272882
2018-01-23,876,2.308672
2018-01-23,967,2.339149
2018-01-23,1058,2.366115
2018-01-23,1149,2.391602
2018-01-23,1240,2.414086
2018-01-23,1331,2.434185
2018-01-23,1422,2.452678
2018-01-23,1513,2.470158
2018-01-23,1604,2.486512
2018-01-23,1702,2.502995
2018-01-23,1793,2.517747
2018-01-23,1877,2.531254
2018-01-23,1975,2.546235
2018-01-23,2066,2.560015
2018-01-23,2157,2.573482
2018-01-23,2248,2.586674
2018-01-23,2339,2.59923
2018-01-23,2430,2.6116
2018-01-23,2521,2.623622
2018-01-23,2612,2.635508
2018-01-23,2703,2.646763
2018-01-23,2794,2.657776
2018-01-23,2885,2.668412
2018-01-23,2976,2.679013
2018-01-23,3067,2.689134
2018-01-23,3158,2.698962
2018-01-23,3249,2.708521
2018-01-23,3340,2.717833
2018-01-23,3431,2.726785
2018-01-23,3522,2.735404
2018-01-23,3613,2.74397
2018-01-24,7,1.485504
2018-01-24,28,1.569885
2018-01-24,56,1.690476
2018-01-24,84,1.753454
2018-01-24,112,1.803925
2018-01-24,147,1.851937
2018-01-24,175,1.888728
2018-01-24,238,1.948665
2018-01-24,329,2.022137
2018-01-24,420,2.092167
2018-01-24,511,2.150716
2018-01-24,602,2.20375
2018-01-24,693,2.250132
2018-01-24,784,2.293348
2018-01-24,875,2.329669
2018-01-24,966,2.361046
2018-01-24,1057,2.388753
2018-01-24,1148,2.414863
2018-01-24,1239,2.437876
2018-01-24,1330,2.458774
2018-01-24,1421,2.477962
2018-01-24,1512,2.496053
2018-01-24,1603,2.512947
2018-01-24,1701,2.529946
2018-01-24,1792,2.545127
2018-01-24,1876,2.55922
2018-01-24,1974,2.574818
2018-01-24,2065,2.588898
2018-01-24,2156,2.602639
2018-01-24,2247,2.616286
2018-01-24,2338,2.629263
2018-01-24,2429,2.642021
2018-01-24,2520,2.654403
2018-01-24,2611,2.666623
2018-01-24,2702,2.67819
2018-01-24,2793,2.689495
2018-01-24,2884,2.700404
2018-01-24,2975,2.711261
2018-01-24,3066,2.721623
2018-01-24,3157,2.731678
2018-01-24,3248,2.741451
2018-01-24,3339,2.750965
2018-01-24,3430,2.760109
2018-01-24,3521,2.768909
2018-01-24,3612,2.777646
2018-01-25,7,1.488613
2018-01-25,27,1.57107
2018-01-25,55,1.697115
2018-01-25,83,1.758613
2018-01-25,111,1.808237
2018-01-25,146,1.856756
2018-01-25,174,1.893797
2018-01-25,237,1.955326
2018-01-25,328,2.02997
2018-01-25,419,2.09956
2018-01-25,510,2.156904
2018-01-25,601,2.209089
2018-01-25,692,2.254175
2018-01-25,783,2.295805
2018-01-25,874,2.330339
2018-01-25,965,2.359785
2018-01-25,1056,2.385457
2018-01-25,1147,2.409454
2018-01-25,1238,2.430663
2018-01-25,1329,2.449657
2018-01-25,1420,2.466862
2018-01-25,1511,2.483208
2018-01-25,1602,2.498268
2018-01-25,1700,2.513513
2018-01-25,1791,2.527235
2018-01-25,1875,2.539881
2018-01-25,1973,2.553948
2018-01-25,2064,2.566736
2018-01-25,2155,2.579081
2018-01-25,2246,2.591446
2018-01-25,2337,2.60324
2018-01-25,2428,2.614904
2018-01-25,2519,2.626271
2018-01-25,2610,2.637547
2018-01-25,2701,2.648233
2018-01-25,2792,2.658714
2018-01-25,2883,2.668851
2018-01-25,2974,2.678984
2018-01-25,3065,2.688664
2018-01-25,3156,2.698077
2018-01-25,3247,2.707244
2018-01-25,3338,2.716185
2018-01-25,3429,2.724785
2018-01-25,3520,2.733071
2018-01-25,3611,2.741319
2018-01-26,7,1.487991
2018-01-26,26,1.567472
2018-01-26,54,1.702968
2018-01-26,82,1.768403
2018-01-26,110,1.821139
2018-01-26,145,1.871763
2018-01-26,173,1.909866
2018-01-26,236,1.971411
2018-01-26,327,2.048822
2018-01-26,418,2.122155
2018-01-26,509,2.183681
2018-01-26,600,2.238768
2018-01-26,691,2.286643
2018-01-26,782,2.330409
2018-01-26,873,2.36715
2018-01-26,964,2.39838
2018-01-26,1055,2.425526
2018-01-26,1146,2.45076
2018-01-26,1237,2.473021
2018-01-26,1328,2.492922
2018-01-26,1419,2.510917
2018-01-26,1510,2.527956
2018-01-26,1601,2.54363
2018-01-26,1699,2.55917
2018-01-26,1790,2.572882
2018-01-26,1874,2.58552
2018-01-26,1972,2.599576
2018-01-26,2063,2.612356
2018-01-26,2154,2.624693
2018-01-26,2245,2.636847
2018-01-26,2336,2.648445
2018-01-26,2427,2.659929
2018-01-26,2518,2.671128
2018-01-26,2609,2.682248
2018-01-26,2700,2.692788
2018-01-26,2791,2.703133
2018-01-26,2882,2.713142
2018-01-26,2973,2.723154
2018-01-26,3064,2.732721
2018-01-26,3155,2.742027
2018-01-26,3246,2.751093
2018-01-26,3337,2.759939
2018-01-26,3428,2.768449
2018-01-26,3519,2.776648
2018-01-26,3610,2.784815
2018-01-29,7,1.487991
2018-01-29,23,1.561818
2018-01-29,51,1.712558
2018-01-29,79,1.780665
2018-01-29,107,1.834321
2018-01-29,142,1.88526
2018-01-29,170,1.922646
2018-01-29,233,1.984259
2018-01-29,324,2.060196
2018-01-29,415,2.132669
2018-01-29,506,2.193574
2018-01-29,597,2.248966
2018-01-29,688,2.297034
2018-01-29,779,2.341519
2018-01-29,870,2.379332
2018-01-29,961,2.411891
2018-01-29,1052,2.440558
2018-01-29,1143,2.467467
2018-01-29,1234,2.49115
2018-01-29,1325,2.512271
2018-01-29,1416,2.531649
2018-01-29,1507,2.550205
2018-01-29,1598,2.567222
2018-01-29,1696,2.584042
2018-01-29,1787,2.598817
2018-01-29,1871,2.612347
2018-01-29,1969,2.627343
2018-01-29,2060,2.640915
2018-01-29,2151,2.653978
2018-01-29,2242,2.666797
2018-01-29,2333,2.678813
2018-01-29,2424,2.690681
2018-01-29,2515,2.702238
2018-01-29,2606,2.71369
2018-01-29,2697,2.724539
2018-01-29,2788,2.735172
2018-01-29,2879,2.745451
2018-01-29,2970,2.755717
2018-01-29,3061,2.765522
2018-01-29,3152,2.775051
2018-01-29,3243,2.784328
2018-01-29,3334,2.793373
2018-01-29,3425,2.802071
2018-01-29,3516,2.810449
2018-01-29,3607,2.818785
2018-01-30,7,1.489235
2018-01-30,22,1.561634
2018-01-30,50,1.712658
2018-01-30,78,1.779786
2018-01-30,106,1.831506
2018-01-30,141,1.880992
2018-01-30,169,1.919306
2018-01-30,232,1.982092
2018-01-30,323,2.058874
2018-01-30,414,2.132922
2018-01-30,505,2.19481
2018-01-30,596,2.250876
2018-01-30,687,2.300095
2018-01-30,778,2.345457
2018-01-30,869,2.383956
2018-01-30,960,2.417542
2018-01-30,1051,2.447056
2018-01-30,1142,2.474674
2018-01-30,1233,2.49933
2018-01-30,1324,2.521635
2018-01-30,1415,2.542042
2018-01-30,1506,2.561504
2018-01-30,1597,2.579322
2018-01-30,1695,2.597197
2018-01-30,1786,2.613105
2018-01-30,1870,2.627583
2018-01-30,1968,2.643581
2018-01-30,2059,2.657999
2018-01-30,2150,2.672049
2018-01-30,2241,2.685775
2018-01-30,2332,2.698822
2018-01-30,2423,2.711645
2018-01-30,2514,2.724086
2018-01-30,2605,2.736361
2018-01-30,2696,2.747977
2018-01-30,2787,2.759328
2018-01-30,2878,2.770278
2018-01-30,2969,2.781174
2018-01-30,3060,2.791571
2018-01-30,3151,2.801659
2018-01-30,3242,2.811463
2018-01-30,3333,2.821005
2018-01-30,3424,2.830175
2018-01-30,3515,2.839
2018-01-30,3606,2.84776
2018-01-31,7,1.490478
2018-01-31,21,1.563876
2018-01-31,49,1.719593
2018-01-31,77,1.78691
2018-01-31,105,1.838574
2018-01-31,140,1.890441
2018-01-31,168,1.929939
2018-01-31,231,1.992852
2018-01-31,322,2.071106
2018-01-31,413,2.145969
2018-01-31,504,2.208352
2018-01-31,595,2.265522
2018-01-31,686,2.316211
2018-01-31,777,2.363872
2018-01-31,868,2.404179
2018-01-31,959,2.439226
2018-01-31,1050,2.469943
2018-01-31,1141,2.498571
2018-01-31,1232,2.524085
2018-01-31,1323,2.546781
2018-01-31,1414,2.567204
2018-01-31,1505,2.586375
2018-01-31,1596,2.603933
2018-01-31,1694,2.621268
2018-01-31,1785,2.636215
2018-01-31,1869,2.649889
2018-01-31,1967,2.665034
2018-01-31,2058,2.678511
2018-01-31,2149,2.691272
2018-01-31,2240,2.703815
2018-01-31,2331,2.71577
2018-01-31,2422,2.727584
2018-01-31,2513,2.738906
2018-01-31,2604,2.750141
2018-01-31,2695,2.760786
2018-01-31,2786,2.771229
2018-01-31,2877,2.78133
2018-01-31,2968,2.791428
2018-01-31,3059,2.801075
2018-01-31,3150,2.810455
2018-01-31,3241,2.819591
2018-01-31,3332,2.828503
2018-01-31,3423,2.837074
2018-01-31,3514,2.845332
2018-01-31,3605,2.853554
2018-02-01,7,1.489856
2018-02-01,20,1.558286
2018-02-01,48,1.724937
2018-02-01,76,1.793038
2018-02-01,104,1.846273
2018-02-01,139,1.89785
