date,days,rate
2019-04-02,1170,2.33448
2019-04-02,1268,2.329439
2019-04-02,1359,2.327129
2019-04-02,1443,2.32734
2019-04-02,1541,2.329413
2019-04-02,1632,2.332831
2019-04-02,1723,2.337751
2019-04-02,1814,2.344199
2019-04-02,1905,2.351716
2019-04-02,1996,2.360155
2019-04-02,2087,2.369396
2019-04-02,2178,2.379758
2019-04-02,2269,2.3903
2019-04-02,2360,2.401387
2019-04-02,2451,2.412773
2019-04-02,2542,2.424245
2019-04-02,2633,2.435621
2019-04-02,2724,2.447245
2019-04-02,2815,2.458443
2019-04-02,2906,2.469413
2019-04-02,2997,2.479869
2019-04-02,3088,2.490748
2019-04-02,3179,2.501292
2019-04-02,3270,2.511669
2019-04-02,3368,2.522341
2019-04-02,3459,2.532127
2019-04-02,3550,2.541541
2019-04-02,3641,2.550861
2019-04-03,7,2.44594
2019-04-03,14,2.465116
2019-04-03,42,2.56722
2019-04-03,77,2.58553
2019-04-03,105,2.590213
2019-04-03,140,2.588214
2019-04-03,168,2.582262
2019-04-03,259,2.564526
2019-04-03,350,2.549465
2019-04-03,441,2.519825
2019-04-03,532,2.486532
2019-04-03,623,2.454867
2019-04-03,714,2.428703
2019-04-03,805,2.405036
2019-04-03,896,2.386687
2019-04-03,987,2.371722
2019-04-03,1078,2.360986
2019-04-03,1169,2.353491
2019-04-03,1267,2.348924
2019-04-03,1358,2.346996
2019-04-03,1442,2.347519
2019-04-03,1540,2.350232
2019-04-03,1631,2.354459
2019-04-03,1722,2.360102
2019-04-03,1813,2.367202
2019-04-03,1904,2.375309
2019-04-03,1995,2.384515
2019-04-03,2086,2.394455
2019-04-03,2177,2.405248
2019-04-03,2268,2.416186
2019-04-03,2359,2.427639
2019-04-03,2450,2.439364
2019-04-03,2541,2.451151
2019-04-03,2632,2.462818
2019-04-03,2723,2.474716
2019-04-03,2814,2.486169
2019-04-03,2905,2.497378
2019-04-03,2996,2.508059
2019-04-03,3087,2.519148
2019-04-03,3178,2.529891
2019-04-03,3269,2.540456
2019-04-03,3367,2.551318
2019-04-03,3458,2.561272
2019-04-03,3549,2.570844
2019-04-03,3640,2.580315
2019-04-04,7,2.44214
2019-04-04,13,2.458609
2019-04-04,41,2.560737
2019-04-04,76,2.577615
2019-04-04,104,2.581751
2019-04-04,139,2.579321
2019-04-04,167,2.573976
2019-04-04,258,2.557318
2019-04-04,349,2.545406
2019-04-04,440,2.51758
2019-04-04,531,2.485474
2019-04-04,622,2.45465
2019-04-04,713,2.42912
2019-04-04,804,2.405947
2019-04-04,895,2.387998
2019-04-04,986,2.373362
2019-04-04,1077,2.362904
2019-04-04,1168,2.355253
2019-04-04,1266,2.350546
2019-04-04,1357,2.348508
2019-04-04,1441,2.348942
2019-04-04,1539,2.351246
2019-04-04,1630,2.354856
2019-04-04,1721,2.359949
2019-04-04,1812,2.366555
2019-04-04,1903,2.374215
2019-04-04,1994,2.382785
2019-04-04,2085,2.392146
2019-04-04,2176,2.402409
2019-04-04,2267,2.412657
2019-04-04,2358,2.423474
2019-04-04,2449,2.434797
2019-04-04,2540,2.446211
2019-04-04,2631,2.457532
2019-04-04,2722,2.469105
2019-04-04,2813,2.480256
2019-04-04,2904,2.49118
2019-04-04,2995,2.501594
2019-04-04,3086,2.512433
2019-04-04,3177,2.522939
2019-04-04,3268,2.533281
2019-04-04,3366,2.543915
2019-04-04,3457,2.553669
2019-04-04,3548,2.563052
2019-04-04,3639,2.572343
2019-04-05,7,2.459621
2019-04-05,12,2.469134
2019-04-05,40,2.569989
2019-04-05,75,2.585135
2019-04-05,103,2.588642
2019-04-05,138,2.58573
2019-04-05,166,2.580124
2019-04-05,257,2.566575
2019-04-05,348,2.554843
2019-04-05,439,2.524998
2019-04-05,530,2.490692
2019-04-05,621,2.458315
2019-04-05,712,2.431637
2019-04-05,803,2.407578
2019-04-05,894,2.388417
2019-04-05,985,2.372796
2019-04-05,1076,2.361523
2019-04-05,1167,2.353187
2019-04-05,1265,2.347465
2019-04-05,1356,2.344618
2019-04-05,1440,2.344103
2019-04-05,1538,2.345433
2019-04-05,1629,2.348244
2019-04-05,1720,2.352623
2019-04-05,1811,2.358588
2019-04-05,1902,2.365428
2019-04-05,1993,2.373254
2019-04-05,2084,2.381936
2019-04-05,2175,2.391577
2019-04-05,2266,2.401254
2019-04-05,2357,2.411738
2019-04-05,2448,2.422566
2019-04-05,2539,2.433701
2019-04-05,2630,2.444587
2019-04-05,2721,2.455588
2019-04-05,2812,2.466202
2019-04-05,2903,2.476625
2019-04-05,2994,2.486566
2019-04-05,3085,2.496813
2019-04-05,3176,2.50676
2019-04-05,3267,2.516574
2019-04-05,3365,2.526673
2019-04-05,3456,2.535956
2019-04-05,3547,2.544892
2019-04-05,3638,2.553758
2019-04-08,7,2.4467
2019-04-08,9,2.452475
2019-04-08,37,2.570285
2019-04-08,72,2.58346
2019-04-08,100,2.586124
2019-04-08,135,2.582489
2019-04-08,163,2.578207
2019-04-08,254,2.566989
2019-04-08,345,2.557703
2019-04-08,436,2.530211
2019-04-08,527,2.49829
2019-04-08,618,2.467606
2019-04-08,709,2.442211
2019-04-08,800,2.419153
2019-04-08,891,2.400804
2019-04-08,982,2.385857
2019-04-08,1073,2.374727
2019-04-08,1164,2.36652
2019-04-08,1262,2.360923
2019-04-08,1353,2.358181
2019-04-08,1437,2.357756
2019-04-08,1535,2.35886
2019-04-08,1626,2.361489
2019-04-08,1717,2.365708
2019-04-08,1808,2.371531
2019-04-08,1899,2.378245
2019-04-08,1990,2.385957
2019-04-08,2081,2.394537
2019-04-08,2172,2.404086
2019-04-08,2263,2.413879
2019-04-08,2354,2.424473
2019-04-08,2445,2.43559
2019-04-08,2536,2.446993
2019-04-08,2627,2.458129
2019-04-08,2718,2.469363
2019-04-08,2809,2.480195
2019-04-08,2900,2.49082
2019-04-08,2991,2.501106
2019-04-08,3082,2.511676
2019-04-08,3173,2.521928
2019-04-08,3264,2.53203
2019-04-08,3362,2.542421
2019-04-08,3453,2.55196
2019-04-08,3544,2.561139
2019-04-08,3635,2.570236
2019-04-09,7,2.445058
2019-04-09,8,2.448138
2019-04-09,36,2.568659
2019-04-09,71,2.580328
2019-04-09,99,2.581043
2019-04-09,134,2.576066
2019-04-09,162,2.571119
2019-04-09,253,2.556971
2019-04-09,344,2.544978
2019-04-09,435,2.514813
2019-04-09,526,2.480264
2019-04-09,617,2.446985
2019-04-09,708,2.419669
2019-04-09,799,2.39513
2019-04-09,890,2.375609
2019-04-09,981,2.359709
2019-04-09,1072,2.347793
2019-04-09,1163,2.338925
2019-04-09,1261,2.332727
2019-04-09,1352,2.329506
2019-04-09,1436,2.328694
2019-04-09,1534,2.329725
2019-04-09,1625,2.332293
2019-04-09,1716,2.33646
2019-04-09,1807,2.342237
2019-04-09,1898,2.348909
2019-04-09,1989,2.356585
2019-04-09,2080,2.365131
2019-04-09,2171,2.374862
2019-04-09,2262,2.384822
2019-04-09,2353,2.395375
2019-04-09,2444,2.406268
2019-04-09,2535,2.417463
2019-04-09,2626,2.428406
2019-04-09,2717,2.439458
2019-04-09,2808,2.450121
2019-04-09,2899,2.460589
2019-04-09,2990,2.470725
2019-04-09,3081,2.481155
2019-04-09,3172,2.491276
2019-04-09,3263,2.501253
2019-04-09,3361,2.511517
2019-04-09,3452,2.520945
2019-04-09,3543,2.530018
2019-04-09,3634,2.539015
2019-04-10,7,2.447207
2019-04-10,30,2.513873
2019-04-10,35,2.52427
2019-04-10,70,2.560829
2019-04-10,98,2.568568
2019-04-10,133,2.568167
2019-04-10,161,2.565443
2019-04-10,252,2.553288
2019-04-10,343,2.5409
2019-04-10,434,2.508352
2019-04-10,525,2.471362
2019-04-10,616,2.43562
2019-04-10,707,2.405835
2019-04-10,798,2.378818
2019-04-10,889,2.357332
2019-04-10,980,2.339836
2019-04-10,1071,2.326599
2019-04-10,1162,2.316619
2019-04-10,1260,2.309408
2019-04-10,1351,2.305378
2019-04-10,1435,2.304207
2019-04-10,1533,2.304871
2019-04-10,1624,2.307422
2019-04-10,1715,2.311574
2019-04-10,1806,2.317339
2019-04-10,1897,2.324242
2019-04-10,1988,2.332359
2019-04-10,2079,2.341308
2019-04-10,2170,2.351409
2019-04-10,2261,2.361709
2019-04-10,2352,2.372577
2019-04-10,2443,2.38376
2019-04-10,2534,2.395226
2019-04-10,2625,2.40642
2019-04-10,2716,2.417707
2019-04-10,2807,2.428589
2019-04-10,2898,2.439262
2019-04-10,2989,2.449592
2019-04-10,3080,2.460203
2019-04-10,3171,2.470495
2019-04-10,3262,2.480633
2019-04-10,3360,2.491062
2019-04-10,3451,2.500634
2019-04-10,3542,2.509843
2019-04-10,3633,2.518969
2019-04-11,7,2.44062
2019-04-11,30,2.504393
2019-04-11,34,2.512403
2019-04-11,69,2.560641
2019-04-11,97,2.569975
2019-04-11,132,2.570539
2019-04-11,160,2.568268
2019-04-11,251,2.56052
2019-04-11,342,2.552874
2019-04-11,433,2.524088
2019-04-11,524,2.490422
2019-04-11,615,2.457023
2019-04-11,706,2.428986
2019-04-11,797,2.403897
2019-04-11,888,2.38395
2019-04-11,979,2.367243
2019-04-11,1070,2.354664
2019-04-11,1161,2.345242
2019-04-11,1259,2.338543
2019-04-11,1350,2.334925
2019-04-11,1434,2.33409
2019-04-11,1532,2.335099
2019-04-11,1623,2.337934
2019-04-11,1714,2.342341
2019-04-11,1805,2.348336
2019-04-11,1896,2.355448
2019-04-11,1987,2.363755
2019-04-11,2078,2.372878
2019-04-11,2169,2.383137
2019-04-11,2260,2.393585
2019-04-11,2351,2.404587
2019-04-11,2442,2.415896
2019-04-11,2533,2.427478
2019-04-11,2624,2.43878
2019-04-11,2715,2.449999
2019-04-11,2806,2.460818
2019-04-11,2897,2.471431
2019-04-11,2988,2.481704
2019-04-11,3079,2.492114
2019-04-11,3170,2.502215
2019-04-11,3261,2.512174
2019-04-11,3359,2.522419
2019-04-11,3450,2.531831
2019-04-11,3541,2.540888
2019-04-11,3632,2.549869
2019-04-12,7,2.444673
2019-04-12,30,2.509199
2019-04-12,33,2.515316
2019-04-12,68,2.56797
2019-04-12,96,2.57969
2019-04-12,131,2.581716
2019-04-12,159,2.580135
2019-04-12,187,2.579027
2019-04-12,250,2.576644
2019-04-12,341,2.575427
2019-04-12,432,2.55456
2019-04-12,523,2.527804
2019-04-12,614,2.500016
2019-04-12,705,2.4768
2019-04-12,796,2.455434
2019-04-12,887,2.438452
2019-04-12,978,2.424162
2019-04-12,1069,2.413163
2019-04-12,1160,2.40468
2019-04-12,1258,2.39884
2019-04-12,1349,2.395912
2019-04-12,1433,2.395343
2019-04-12,1531,2.396623
2019-04-12,1622,2.399401
2019-04-12,1713,2.403758
2019-04-12,1804,2.409708
2019-04-12,1895,2.416537
2019-04-12,1986,2.424588
2019-04-12,2077,2.433477
2019-04-12,2168,2.443523
2019-04-12,2259,2.453977
2019-04-12,2350,2.464986
2019-04-12,2441,2.4763
2019-04-12,2532,2.487886
2019-04-12,2623,2.499193
2019-04-12,2714,2.510585
2019-04-12,2805,2.521565
2019-04-12,2896,2.532329
2019-04-12,2987,2.542744
2019-04-12,3078,2.553287
2019-04-12,3169,2.563514
2019-04-12,3260,2.573591
2019-04-12,3358,2.583955
2019-04-12,3449,2.593472
2019-04-12,3540,2.602629
2019-04-12,3631,2.611705
2019-04-15,7,2.443407
2019-04-15,30,2.505658
2019-04-15,65,2.565942
2019-04-15,93,2.580174
2019-04-15,128,2.583498
2019-04-15,156,2.582475
2019-04-15,184,2.581763
2019-04-15,247,2.579941
2019-04-15,338,2.577825
2019-04-15,429,2.555235
2019-04-15,520,2.527325
2019-04-15,611,2.498721
2019-04-15,702,2.47492
2019-04-15,793,2.453689
2019-04-15,884,2.436829
2019-04-15,975,2.422646
2019-04-15,1066,2.412176
2019-04-15,1157,2.404145
2019-04-15,1255,2.398726
2019-04-15,1346,2.395799
2019-04-15,1430,2.395236
2019-04-15,1528,2.396526
2019-04-15,1619,2.399314
2019-04-15,1710,2.403415
2019-04-15,1801,2.409137
2019-04-15,1892,2.416006
2019-04-15,1983,2.423861
2019-04-15,2074,2.432575
2019-04-15,2165,2.442249
2019-04-15,2256,2.452159
2019-04-15,2347,2.462666
2019-04-15,2438,2.473517
2019-04-15,2529,2.484674
2019-04-15,2620,2.495581
2019-04-15,2711,2.5066
2019-04-15,2802,2.51723
2019-04-15,2893,2.527667
2019-04-15,2984,2.537774
2019-04-15,3075,2.548028
2019-04-15,3166,2.557981
2019-04-15,3257,2.5678
2019-04-15,3355,2.577903
2019-04-15,3446,2.587189
2019-04-15,3537,2.596127
2019-04-15,3628,2.604995
2019-04-16,7,2.44594
2019-04-16,29,2.508742
2019-04-16,64,2.571047
2019-04-16,92,2.58542
2019-04-16,127,2.588718
2019-04-16,155,2.588573
2019-04-16,183,2.587698
2019-04-16,246,2.585641
2019-04-16,337,2.58606
2019-04-16,428,2.567023
2019-04-16,519,2.542293
2019-04-16,610,2.516672
2019-04-16,701,2.495741
2019-04-16,792,2.476724
2019-04-16,883,2.461627
2019-04-16,974,2.449351
2019-04-16,1065,2.440464
2019-04-16,1156,2.433771
2019-04-16,1254,2.429575
2019-04-16,1345,2.427969
2019-04-16,1429,2.428478
2019-04-16,1527,2.430867
2019-04-16,1618,2.434559
2019-04-16,1709,2.439736
2019-04-16,1800,2.446427
2019-04-16,1891,2.453928
2019-04-16,1982,2.462591
2019-04-16,2073,2.47204
2019-04-16,2164,2.4826
2019-04-16,2255,2.493324
2019-04-16,2346,2.504583
2019-04-16,2437,2.516129
2019-04-16,2528,2.527931
2019-04-16,2619,2.539438
2019-04-16,2710,2.551016
2019-04-16,2801,2.56217
2019-04-16,2892,2.573097
2019-04-16,2983,2.583664
2019-04-16,3074,2.59435
2019-04-16,3165,2.604711
2019-04-16,3256,2.614915
2019-04-16,3354,2.625407
2019-04-16,3445,2.635036
2019-04-16,3536,2.644299
2019-04-16,3627,2.653476
2019-04-17,7,2.446447
2019-04-17,28,2.51298
2019-04-17,63,2.575325
2019-04-17,91,2.590096
2019-04-17,126,2.593526
2019-04-17,154,2.593426
2019-04-17,182,2.592578
2019-04-17,245,2.590555
2019-04-17,336,2.588281
2019-04-17,427,2.566578
2019-04-17,518,2.540108
2019-04-17,609,2.513266
2019-04-17,700,2.491437
2019-04-17,791,2.471732
2019-04-17,882,2.456612
2019-04-17,973,2.444321
2019-04-17,1064,2.435426
2019-04-17,1155,2.428726
2019-04-17,1253,2.424922
2019-04-17,1344,2.423629
2019-04-17,1428,2.424394
2019-04-17,1526,2.427047
2019-04-17,1617,2.430957
2019-04-17,1708,2.436329
2019-04-17,1799,2.443196
2019-04-17,1890,2.451099
2019-04-17,1981,2.459895
2019-04-17,2072,2.469468
2019-04-17,2163,2.480141
2019-04-17,2254,2.491172
2019-04-17,2345,2.502715
2019-04-17,2436,2.514523
2019-04-17,2527,2.526569
2019-04-17,2618,2.538302
2019-04-17,2709,2.550093
2019-04-17,2800,2.561444
2019-04-17,2891,2.572556
2019-04-17,2982,2.583296
2019-04-17,3073,2.594146
2019-04-17,3164,2.604661
2019-04-17,3255,2.61501
2019-04-17,3353,2.62565
2019-04-17,3444,2.635408
2019-04-17,3535,2.644794
2019-04-17,3626,2.654087
2019-04-18,7,2.443913
2019-04-18,27,2.503763
2019-04-18,62,2.569461
2019-04-18,90,2.584647
2019-04-18,125,2.58963
2019-04-18,153,2.589316
2019-04-18,181,2.587534
2019-04-18,244,2.584199
2019-04-18,335,2.57954
2019-04-18,426,2.554272
2019-04-18,517,2.523708
2019-04-18,608,2.493242
2019-04-18,699,2.468739
2019-04-18,790,2.446398
2019-04-18,881,2.429193
2019-04-18,972,2.415209
2019-04-18,1063,2.405345
2019-04-18,1154,2.39823
2019-04-18,1252,2.393655
2019-04-18,1343,2.391748
2019-04-18,1427,2.392016
2019-04-18,1525,2.394163
2019-04-18,1616,2.397941
2019-04-18,1707,2.403196
2019-04-18,1798,2.409704
2019-04-18,1889,2.417284
2019-04-18,1980,2.425787
2019-04-18,2071,2.435092
2019-04-18,2162,2.445522
2019-04-18,2253,2.456329
2019-04-18,2344,2.467666
2019-04-18,2435,2.479284
2019-04-18,2526,2.491153
2019-04-18,2617,2.502722
2019-04-18,2708,2.51436
2019-04-18,2799,2.525567
2019-04-18,2890,2.536545
2019-04-18,2981,2.547159
2019-04-18,3072,2.55789
2019-04-18,3163,2.568294
2019-04-18,3254,2.578537
2019-04-18,3352,2.58907
2019-04-18,3443,2.598734
2019-04-18,3534,2.60803
2019-04-18,3625,2.617238
2019-04-22,7,2.443913
2019-04-22,27,2.503763
2019-04-22,62,2.569461
2019-04-22,90,2.584647
2019-04-22,125,2.58963
2019-04-22,153,2.589316
2019-04-22,181,2.587534
2019-04-22,244,2.584199
2019-04-22,335,2.57954
2019-04-22,426,2.554272
2019-04-22,517,2.523708
2019-04-22,608,2.493242
2019-04-22,699,2.468739
2019-04-22,790,2.446398
2019-04-22,881,2.429193
2019-04-22,972,2.415209
2019-04-22,1063,2.405345
2019-04-22,1154,2.39823
2019-04-22,1252,2.393655
2019-04-22,1343,2.391748
2019-04-22,1427,2.392016
2019-04-22,1525,2.394163
2019-04-22,1616,2.397941
2019-04-22,1707,2.403196
2019-04-22,1798,2.409704
2019-04-22,1889,2.417284
2019-04-22,1980,2.425787
2019-04-22,2071,2.435092
2019-04-22,2162,2.445522
2019-04-22,2253,2.456329
2019-04-22,2344,2.467666
2019-04-22,2435,2.479284
2019-04-22,2526,2.491153
2019-04-22,2617,2.502722
2019-04-22,2708,2.51436
2019-04-22,2799,2.525567
2019-04-22,2890,2.536545
2019-04-22,2981,2.547159
2019-04-22,3072,2.55789
2019-04-22,3163,2.568294
2019-04-22,3254,2.578537
2019-04-22,3352,2.58907
2019-04-22,3443,2.598734
2019-04-22,3534,2.60803
2019-04-22,3625,2.617238
2019-04-23,7,2.4505
2019-04-23,22,2.488287
2019-04-23,57,2.566146
2019-04-23,85,2.576651
2019-04-23,120,2.576799
2019-04-23,148,2.574116
2019-04-23,176,2.569067
2019-04-23,239,2.561218
2019-04-23,330,2.553101
2019-04-23,421,2.525624
2019-04-23,512,2.493584
2019-04-23,603,2.462847
2019-04-23,694,2.438849
2019-04-23,785,2.418077
2019-04-23,876,2.402144
2019-04-23,967,2.389685
2019-04-23,1058,2.381103
2019-04-23,1149,2.375478
2019-04-23,1247,2.372673
2019-04-23,1338,2.372186
2019-04-23,1422,2.373908
2019-04-23,1520,2.377554
2019-04-23,1611,2.382566
2019-04-23,1702,2.389197
2019-04-23,1793,2.397201
2019-04-23,1884,2.405892
2019-04-23,1975,2.415638
2019-04-23,2066,2.426078
2019-04-23,2157,2.437337
2019-04-23,2248,2.449111
2019-04-23,2339,2.461145
2019-04-23,2430,2.473408
2019-04-23,2521,2.485876
2019-04-23,2612,2.498177
2019-04-23,2703,2.510497
2019-04-23,2794,2.522343
2019-04-23,2885,2.533917
2019-04-23,2976,2.545092
2019-04-23,3067,2.55635
2019-04-23,3158,2.567249
2019-04-23,3249,2.57796
2019-04-23,3347,2.588967
2019-04-23,3438,2.599048
2019-04-23,3529,2.608738
2019-04-23,3620,2.618321
2019-04-24,7,2.457473
2019-04-24,21,2.492653
2019-04-24,56,2.566014
2019-04-24,84,2.571628
2019-04-24,119,2.565818
2019-04-24,147,2.559426
2019-04-24,175,2.551842
2019-04-24,238,2.540502
2019-04-24,329,2.526943
2019-04-24,420,2.496334
2019-04-24,511,2.462266
2019-04-24,602,2.428592
2019-04-24,693,2.401776
2019-04-24,784,2.378259
2019-04-24,875,2.360682
2019-04-24,966,2.346892
2019-04-24,1057,2.337212
2019-04-24,1148,2.330666
2019-04-24,1246,2.327024
2019-04-24,1337,2.326214
2019-04-24,1421,2.327674
2019-04-24,1519,2.331056
2019-04-24,1610,2.335851
2019-04-24,1701,2.342291
2019-04-24,1792,2.350123
2019-04-24,1883,2.358658
2019-04-24,1974,2.368033
2019-04-24,2065,2.378134
2019-04-24,2156,2.389297
2019-04-24,2247,2.400983
2019-04-24,2338,2.412935
2019-04-24,2429,2.425123
2019-04-24,2520,2.437522
2019-04-24,2611,2.449759
2019-04-24,2702,2.462019
2019-04-24,2793,2.473808
2019-04-24,2884,2.485329
2019-04-24,2975,2.496454
2019-04-24,3066,2.507666
2019-04-24,3157,2.518521
2019-04-24,3248,2.529191
2019-04-24,3346,2.540156
2019-04-24,3437,2.5502
2019-04-24,3528,2.559855
2019-04-24,3619,2.569404
2019-04-25,7,2.44898
2019-04-25,20,2.483657
2019-04-25,55,2.568903
2019-04-25,83,2.57873
2019-04-25,118,2.576765
2019-04-25,146,2.572111
2019-04-25,174,2.565698
2019-04-25,237,2.555995
2019-04-25,328,2.545085
2019-04-25,419,2.517029
2019-04-25,510,2.483698
2019-04-25,601,2.449777
2019-04-25,692,2.422788
2019-04-25,783,2.399142
2019-04-25,874,2.380946
2019-04-25,965,2.366657
2019-04-25,1056,2.357002
2019-04-25,1147,2.35048
2019-04-25,1245,2.346862
2019-04-25,1336,2.345729
2019-04-25,1420,2.346931
2019-04-25,1518,2.350047
2019-04-25,1609,2.354627
2019-04-25,1700,2.360874
2019-04-25,1791,2.368534
2019-04-25,1882,2.376915
2019-04-25,1973,2.386381
2019-04-25,2064,2.396567
2019-04-25,2155,2.407594
2019-04-25,2246,2.419156
2019-04-25,2337,2.430994
2019-04-25,2428,2.443076
2019-04-25,2519,2.455377
2019-04-25,2610,2.467523
2019-04-25,2701,2.479697
2019-04-25,2792,2.491571
2019-04-25,2883,2.503171
2019-04-25,2974,2.51437
2019-04-25,3065,2.525651
2019-04-25,3156,2.536571
2019-04-25,3247,2.547303
2019-04-25,3345,2.558331
2019-04-25,3436,2.568429
2019-04-25,3527,2.578136
2019-04-25,3618,2.587734
2019-04-26,7,2.46406
2019-04-26,19,2.490646
2019-04-26,54,2.569663
2019-04-26,82,2.575896
2019-04-26,117,2.570223
2019-04-26,145,2.562892
2019-04-26,173,2.553021
2019-04-26,236,2.538576
2019-04-26,327,2.521264
2019-04-26,418,2.488453
2019-04-26,509,2.452056
2019-04-26,600,2.415995
2019-04-26,691,2.387441
2019-04-26,782,2.362011
2019-04-26,873,2.342935
2019-04-26,964,2.327936
2019-04-26,1055,2.317698
2019-04-26,1146,2.310688
2019-04-26,1244,2.307027
2019-04-26,1335,2.306204
2019-04-26,1419,2.307657
2019-04-26,1517,2.311035
2019-04-26,1608,2.315829
2019-04-26,1699,2.322268
2019-04-26,1790,2.330102
2019-04-26,1881,2.338641
2019-04-26,1972,2.348251
2019-04-26,2063,2.358569
2019-04-26,2154,2.369717
2019-04-26,2245,2.381186
2019-04-26,2336,2.392939
2019-04-26,2427,2.404943
2019-04-26,2518,2.417171
2019-04-26,2609,2.429249
2019-04-26,2700,2.441361
2019-04-26,2791,2.453176
2019-04-26,2882,2.464721
2019-04-26,2973,2.475868
2019-04-26,3064,2.4871
2019-04-26,3155,2.497975
2019-04-26,3246,2.508663
2019-04-26,3344,2.519647
2019-04-26,3435,2.529706
2019-04-26,3526,2.539506
2019-04-26,3617,2.549193
2019-04-29,7,2.460128
2019-04-29,16,2.482695
2019-04-29,51,2.568346
2019-04-29,79,2.573489
2019-04-29,114,2.568406
2019-04-29,142,2.561279
2019-04-29,170,2.552333
2019-04-29,233,2.539252
2019-04-29,324,2.523005
2019-04-29,415,2.49068
2019-04-29,506,2.454573
2019-04-29,597,2.419485
2019-04-29,688,2.392345
2019-04-29,779,2.368012
2019-04-29,870,2.350351
2019-04-29,961,2.33699
2019-04-29,1052,2.328557
2019-04-29,1143,2.323473
2019-04-29,1241,2.321579
2019-04-29,1332,2.32217
2019-04-29,1416,2.324773
2019-04-29,1514,2.329658
2019-04-29,1605,2.33569
2019-04-29,1696,2.342968
2019-04-29,1787,2.351557
2019-04-29,1878,2.361022
2019-04-29,1969,2.371242
2019-04-29,2060,2.382117
2019-04-29,2151,2.393776
2019-04-29,2242,2.40551
2019-04-29,2333,2.417508
2019-04-29,2424,2.429739
2019-04-29,2515,2.442178
2019-04-29,2606,2.454451
2019-04-29,2697,2.466745
2019-04-29,2788,2.47873
2019-04-29,2879,2.490434
2019-04-29,2970,2.50173
2019-04-29,3061,2.513102
2019-04-29,3152,2.524108
2019-04-29,3243,2.53492
2019-04-29,3341,2.546029
2019-04-29,3432,2.556198
2019-04-29,3523,2.566102
2019-04-29,3614,2.575887
2019-04-30,7,2.458486
2019-04-30,15,2.477223
2019-04-30,50,2.564878
2019-04-30,78,2.569516
2019-04-30,113,2.564052
2019-04-30,141,2.556734
2019-04-30,169,2.546811
2019-04-30,232,2.531062
2019-04-30,323,2.512814
2019-04-30,414,2.47822
2019-04-30,505,2.439745
2019-04-30,596,2.402243
2019-04-30,687,2.37334
2019-04-30,778,2.34766
2019-04-30,869,2.328943
2019-04-30,960,2.314729
2019-04-30,1051,2.305597
2019-04-30,1142,2.299928
2019-04-30,1240,2.297504
2019-04-30,1331,2.297674
2019-04-30,1415,2.299937
2019-04-30,1513,2.304476
2019-04-30,1604,2.310226
2019-04-30,1695,2.317522
2019-04-30,1786,2.326129
2019-04-30,1877,2.335367
2019-04-30,1968,2.345614
2019-04-30,2059,2.356513
2019-04-30,2150,2.368196
2019-04-30,2241,2.379952
2019-04-30,2332,2.391969
2019-04-30,2423,2.404219
2019-04-30,2514,2.416675
2019-04-30,2605,2.428965
2019-04-30,2696,2.441274
2019-04-30,2787,2.453273
2019-04-30,2878,2.46499
2019-04-30,2969,2.476298
2019-04-30,3060,2.487682
2019-04-30,3151,2.498699
2019-04-30,3242,2.509521
2019-04-30,3340,2.520641
2019-04-30,3431,2.530819
2019-04-30,3522,2.540731
2019-04-30,3613,2.550524
2019-05-01,7,2.459753
2019-05-01,14,2.475882
2019-05-01,49,2.562672
2019-05-01,77,2.568172
2019-05-01,112,2.564659
2019-05-01,140,2.559192
2019-05-01,168,2.553017
2019-05-01,231,2.54239
2019-05-01,322,2.532274
2019-05-01,413,2.503302
2019-05-01,504,2.469323
2019-05-01,595,2.434945
2019-05-01,686,2.407681
2019-05-01,777,2.38267
2019-05-01,868,2.363961
2019-05-01,959,2.34928
2019-05-01,1050,2.339329
2019-05-01,1141,2.332573
2019-05-01,1239,2.328761
2019-05-01,1330,2.327827
2019-05-01,1414,2.329199
2019-05-01,1512,2.332497
2019-05-01,1603,2.337232
2019-05-01,1694,2.343624
2019-05-01,1785,2.351418
2019-05-01,1876,2.359923
2019-05-01,1967,2.369505
2019-05-01,2058,2.380022
2019-05-01,2149,2.39114
2019-05-01,2240,2.402379
2019-05-01,2331,2.413919
2019-05-01,2422,2.425727
2019-05-01,2513,2.437774
2019-05-01,2604,2.449683
2019-05-01,2695,2.461638
2019-05-01,2786,2.473304
2019-05-01,2877,2.484711
2019-05-01,2968,2.495727
2019-05-01,3059,2.506835
2019-05-01,3150,2.517593
2019-05-01,3241,2.528171
2019-05-01,3339,2.539042
2019-05-01,3430,2.549002
2019-05-01,3521,2.558707
2019-05-01,3612,2.568304
2019-05-02,7,2.429351
2019-05-02,13,2.446698
2019-05-02,48,2.560263
2019-05-02,76,2.572315
2019-05-02,111,2.572248
2019-05-02,139,2.570308
2019-05-02,167,2.567322
2019-05-02,230,2.561026
2019-05-02,321,2.557021
2019-05-02,412,2.533642
2019-05-02,503,2.505048
2019-05-02,594,2.47595
2019-05-02,685,2.452574
2019-05-02,776,2.430543
2019-05-02,867,2.413666
2019-05-02,958,2.400474
2019-05-02,1049,2.39132
2019-05-02,1140,2.384834
2019-05-02,1238,2.381268
2019-05-02,1329,2.38019
2019-05-02,1413,2.381147
2019-05-02,1511,2.384018
2019-05-02,1602,2.388406
2019-05-02,1693,2.394217
2019-05-02,1784,2.401491
2019-05-02,1875,2.409526
